7933
4959	9219	9689	6086	4909	4106	5154
3286	8242	7079	0745	8021	6172	5695
2413	6681	4283	3249	4156	3313	9859
4018	4077	8983	3971	9619	7360	8265
8238	4912	6098	9241	9396	5571	6591
9664	6885	4877	9736	6164	9051	5239
3387	2375	5360	0926	2306	0930	6537
2470	1440	4758	1162	7119	6751	7808
4766	7336	8550	6759	0945	2094	5480
5607	9548	4776	5615	7492	9955	4317
7631	2543	3498	3485	1924	7010	6636
1022	0474	2768	8388	9779	0978	0712
1874	9117	8355	3830	9262	2342	6897
8108	2907	4120	5781	1452	2788	7023
4181	9806	4659	6851	4695	8934	8255
0425	3023	5380	2814	1563	3987	7116
7947	3438	0284	4461	0240	8785	6054
4934	3501	6734	3173	9010	8717	6560
2071	0517	6989	2241	3795	5649	0374
8961	3518	7300	7165	8871	5157	4031
6780	4454	6358	1897	6197	9208	2483
2483	7624	9190	5719	8670	1938	0345
3069	7408	4890	6449	8415	4528	8841
2133	7508	0281	5073	7625	9653	1311
2185	0424	6584	0837	5065	4703	7167
1643	6390	2026	3282	5804	9961	1544
7301	8951	4105	5817	0362	1127	7600
0475	1607	7576	6822	4210	8694	5726
8458	6904	5276	1746	9602	3490	8061
1698	2639	7811	4203	8327	0982	2254
5348	3864	5110	6604	6613	9694	4431
2115	5889	4364	3125	2563	6282	8688
8192	9576	4572	7166	3294	2524	6504
2403	9921	3931	1213	9022	2850	8175
0549	7051	8379	3950	5207	7422	5303
2796	1552	2419	6427	8904	5107	2556
1799	5889	0906	3981	0731	1065	6814
4796	3326	2096	8709	4912	8314	1769
1095	5936	6371	3103	7235	7825	8839
1511	9425	3174	2679	9144	8773	8038
6435	8654	7826	9006	8675	6759	5370
4052	7866	6324	1600	2118	2008	8931
4876	3591	8612	3583	4575	0599	9301
5269	3806	2618	2756	7971	4004	1568
2611	4866	8991	1249	8949	2626	1342
3121	2661	2503	5286	0748	3541	4080
8991	8762	4259	3871	9172	4864	3251
2423	6164	8825	6506	2491	9525	4670
6342	5630	0778	6960	1404	3086	2340
4675	5902	8994	4472	9434	3625	5841
0224	9402	5071	9084	2240	9928	6801
2668	4814	7386	0845	9438	8603	8523

5698	6371	7762	6764	2075	8546	4309
6746	6088	3090	7642	1261	6780	0645
5534	0311	1173	5040	3767	0588	1827
8763	0481	0698	8237	5092	2616	7820
8243	4159	9808	9320	7118	8572	6755
6178	9742	0887	7232	3677	5769	6483
4322	3415	6020	3317	4107	5072	7498
2195	6515	1544	4757	5643	0405	5973
6534	7267	7530	5887	6928	6875	4966
8437	3948	0182	3793	6475	0296	8344
9967	3870	9772	7334	7501	0769	3582
6700	3590	9042	8976	9486	5864	8786
5430	2894	9412	0079	3757	4740	3379
2127	0960	6449	5879	6336	4900	0867
