1	06 March 2026	959737	¥120,000,000
2	05 March 2026	351545	¥120,000,000
3	04 March 2026	249001	¥120,000,000
4	03 March 2026	495295	¥120,000,000
5	02 March 2026	651659	¥120,000,000
6	01 March 2026	633214	¥120,000,000
7	28 February 2026	162073	¥120,000,000
8	27 February 2026	774526	¥120,000,000
9	26 February 2026	133643	¥120,000,000
10	25 February 2026	409795	¥120,000,000
11	24 February 2026	833187	¥120,000,000
12	23 February 2026	970955	¥120,000,000
13	22 February 2026	336076	¥120,000,000
14	21 February 2026	602682	¥120,000,000
15	20 February 2026	170137	¥120,000,000
16	19 February 2026	364901	¥120,000,000
17	18 February 2026	675134	¥120,000,000
18	17 February 2026	732859	¥120,000,000
19	16 February 2026	275660	¥120,000,000
20	15 February 2026	409187	¥120,000,000
21	14 February 2026	798677	¥120,000,000
22	13 February 2026	810718	¥120,000,000
23	12 February 2026	746952	¥120,000,000
24	11 February 2026	684143	¥120,000,000
25	10 February 2026	325553	¥120,000,000
26	09 February 2026	966825	¥120,000,000
27	08 February 2026	482095	¥120,000,000
28	07 February 2026	225470	¥120,000,000
29	06 February 2026	170588	¥120,000,000
30	05 February 2026	510073	¥120,000,000
31	04 February 2026	578246	¥120,000,000
32	03 February 2026	152409	¥120,000,000
33	02 February 2026	404839	¥120,000,000
34	01 February 2026	078162	¥120,000,000
35	31 January 2026	565495	¥120,000,000
36	30 January 2026	308142	¥120,000,000
37	29 January 2026	251330	¥120,000,000
38	28 January 2026	235044	¥120,000,000
39	27 January 2026	946231	¥120,000,000
40	26 January 2026	463148	¥120,000,000
41	25 January 2026	192263	¥120,000,000
42	24 January 2026	523744	¥120,000,000
43	23 January 2026	246060	¥120,000,000
44	22 January 2026	895262	¥120,000,000
45	21 January 2026	878619	¥120,000,000
46	20 January 2026	681695	¥120,000,000
47	19 January 2026	993543	¥120,000,000
48	18 January 2026	402086	¥120,000,000
49	17 January 2026	158814	¥120,000,000
50	16 January 2026	552998	¥120,000,000
51	15 January 2026	179284	¥120,000,000
52	14 January 2026	335490	¥120,000,000
53	13 January 2026	921503	¥120,000,000
54	12 January 2026	391667	¥120,000,000
55	11 January 2026	742032	¥120,000,000
56	10 January 2026	160453	¥120,000,000
57	09 January 2026	202078	¥120,000,000
58	08 January 2026	257435	¥120,000,000
59	07 January 2026	490199	¥120,000,000
60	06 January 2026	734815	¥120,000,000
61	05 January 2026	190384	¥120,000,000
62	04 January 2026	682963	¥120,000,000
63	03 January 2026	471005	¥120,000,000
64	02 January 2026	302597	¥120,000,000
65	01 January 2026	815030	¥120,000,000
66	31 December 2025	553019	¥120,000,000
67	30 December 2025	978401	¥120,000,000
68	29 December 2025	227905	¥120,000,000
69	28 December 2025	384059	¥120,000,000
70	27 December 2025	276831	¥120,000,000
71	26 December 2025	732496	¥120,000,000
72	25 December 2025	627885	¥120,000,000
73	24 December 2025	905103	¥120,000,000
74	23 December 2025	736086	¥120,000,000
75	22 December 2025	108250	¥120,000,000
76	21 December 2025	135727	¥120,000,000
77	20 December 2025	344964	¥120,000,000
78	19 December 2025	095612	¥120,000,000
79	18 December 2025	841696	¥120,000,000
80	17 December 2025	178673	¥120,000,000
81	16 December 2025	949864	¥120,000,000
82	15 December 2025	329328	¥120,000,000
83	14 December 2025	167497	¥120,000,000
84	13 December 2025	801840	¥120,000,000
85	12 December 2025	356080	¥120,000,000
86	11 December 2025	173092	¥120,000,000
87	10 December 2025	436026	¥120,000,000
88	09 December 2025	851109	¥120,000,000
89	08 December 2025	326545	¥120,000,000
90	07 December 2025	761348	¥120,000,000
91	06 December 2025	418736	¥120,000,000
92	05 December 2025	502517	¥120,000,000
93	04 December 2025	209862	¥120,000,000
94	03 December 2025	932352	¥120,000,000
95	02 December 2025	498791	¥120,000,000
96	01 December 2025	763827	¥120,000,000
97	30 November 2025	416701	¥120,000,000
98	29 November 2025	819477	¥120,000,000
99	28 November 2025	654993	¥120,000,000
100	27 November 2025	149295	¥120,000,000
101	26 November 2025	823847	¥120,000,000
102	25 November 2025	707281	¥120,000,000
103	24 November 2025	082592	¥120,000,000
104	23 November 2025	534469	¥120,000,000
105	22 November 2025	273129	¥120,000,000
106	21 November 2025	141258	¥120,000,000
107	20 November 2025	168699	¥120,000,000
108	19 November 2025	950187	¥120,000,000
109	18 November 2025	879950	¥120,000,000
110	17 November 2025	214508	¥120,000,000
111	16 November 2025	559141	¥120,000,000
112	15 November 2025	237395	¥120,000,000
113	14 November 2025	104733	¥120,000,000
114	13 November 2025	588531	¥120,000,000
115	12 November 2025	420989	¥120,000,000
116	11 November 2025	917317	¥120,000,000
117	10 November 2025	291389	¥120,000,000
118	09 November 2025	067447	¥120,000,000
119	08 November 2025	682591	¥120,000,000
120	07 November 2025	593253	¥120,000,000
121	06 November 2025	335782	¥120,000,000
122	05 November 2025	208399	¥120,000,000
123	04 November 2025	713167	¥120,000,000
124	03 November 2025	450390	¥120,000,000
125	02 November 2025	811460	¥120,000,000
126	01 November 2025	749415	¥120,000,000
127	31 October 2025	533191	¥120,000,000
128	30 October 2025	627213	¥120,000,000
129	29 October 2025	673952	¥120,000,000
130	28 October 2025	829041	¥120,000,000
131	27 October 2025	593497	¥120,000,000
